Frame,PWM,Meta,Sector,Tiempo,Dif tiempo,Pos front X,Pos front Y,Dist puntos,Derrapo,Dist derrape,Pos back X,Pos back Y,Pos Extr X,Pos Extr Y
343,58,0,0,1692011761101.394,36.741943359375,209.5,292.5,12.51,0,0.5,240.5,291.5,210.0,292.0
344,58,0,0,1692011761132.73,31.3359375,196.0,292.5,13.5,0,0.5,228.0,291.5,197.0,293.0
345,58,0,0,1692011761165.788,33.05810546875,184.0,293.0,12.01,0,0.2797762684421215,215.0,292.0,182.5,292.5
346,58,0,0,1692011761200.777,34.989013671875,172.0,293.0,12.0,0,0.0,201.5,292.5,172.0,293.5
347,58,0,0,1692011761233.789,33.011962890625,157.0,293.0,15.0,0,0.2914138129852634,189.0,292.5,160.0,293.0
348,58,0,0,1692011761262.867,29.077880859375,147.0,293.0,10.0,0,0.5,177.0,292.5,142.0,293.0
349,58,0,4,1692011761303.085,40.218017578125,131.5,293.0,15.5,0,0.0,164.5,293.0,137.0,293.0
350,58,0,0,1692011761333.264,30.178955078125,120.0,292.5,11.511,0,0.0,150.5,293.0,116.0,293.0
351,58,0,0,1692011761365.667,32.403076171875,107.0,289.5,13.342,0,0.5,138.0,293.5,108.5,292.0
352,58,0,0,1692011761400.977,35.31005859375,95.0,285.5,12.649,0,0.7818700369735299,125.0,293.5,94.0,286.5
353,58,0,0,1692011761433.652,32.675048828125,84.5,281.0,11.424,0,1.5740165468913059,113.0,292.5,83.0,281.5
354,58,0,0,1692011761459.951,26.298828125,75.0,274.0,11.8,0,2.846049894151532,101.0,290.5,74.0,276.5
355,58,0,0,1692011761502.455,42.504150390625,66.0,267.0,11.402,0,3.8078865529319543,90.0,287.5,65.5,267.0
356,58,0,0,1692011761534.052,31.596923828125,59.0,259.0,10.63,0,4.8727063839809155,79.0,283.0,57.0,260.0
357,58,0,0,1692011761565.622,31.570068359375,52.0,251.0,10.63,0,5.657024224530328,69.0,276.5,52.0,251.0
358,58,0,0,1692011761600.896,35.27392578125,46.0,243.0,10.0,0,6.067649601074202,61.0,270.5,45.0,243.0
359,58,0,0,1692011761634.139,33.242919921875,42.0,235.0,8.944,0,6.7261542089427095,54.0,263.5,40.0,235.0
360,58,0,0,1692011761664.869,30.72998046875,38.0,226.5,9.394,0,6.302829818170105,48.0,256.0,38.0,227.0
361,58,0,0,1692011761702.251,37.382080078125,34.5,217.5,9.657,0,5.300000000000006,43.5,248.5,34.0,218.0
362,58,0,0,1692011761733.201,30.949951171875,32.0,209.0,8.86,0,4.47213595499958,39.0,239.0,31.0,208.5
363,58,0,0,1692011761765.938,32.737060546875,30.5,199.5,9.618,0,3.299927031556564,36.0,230.0,29.5,200.5
364,58,0,0,1692011761801.009,35.071044921875,30.0,190.5,9.014,0,2.6665689213542603,33.0,221.0,29.0,190.0
365,58,0,0,1692011761834.033,33.02392578125,30.0,180.5,10.0,0,2.6241468131214125,30.0,211.5,29.5,181.5
366,58,0,0,1692011761865.091,31.05810546875,31.0,170.5,10.05,0,1.2996881122750905,29.5,201.5,30.0,170.5
367,58,0,0,1692011761901.969,36.8779296875,33.0,160.5,10.198,0,2.0523907260333454,28.0,191.5,32.0,160.5
368,58,0,0,1692011761932.84,30.87109375,36.0,151.5,9.487,0,2.0,28.0,181.5,35.0,150.5
369,58,0,0,1692011761961.586,28.745849609375,40.0,142.0,10.308,0,0.8457816116784908,30.0,172.0,39.0,142.5
370,58,0,0,1692011762000.622,39.0361328125,45.0,133.5,9.862,0,2.2553355540891125,30.5,161.5,44.0,132.5
371,58,0,0,1692011762034.741,34.118896484375,51.0,125.5,10.0,0,1.739252713092611,34.0,152.0,50.0,125.0
372,58,0,0,1692011762064.681,29.93994140625,57.0,120.5,7.81,0,1.2611852501889365,38.0,143.5,57.0,117.5
373,58,0,0,1692011762102.542,37.861083984375,65.0,112.5,11.314,0,2.0787825189099127,42.0,134.5,63.0,115.5
374,58,0,0,1692011762134.561,32.01904296875,72.0,107.5,8.602,0,2.1999999999999944,47.5,126.5,73.0,104.5
375,58,0,0,1692011762165.814,31.2529296875,83.0,102.0,12.298,0,2.0485900789263303,55.0,119.5,79.0,102.5
376,58,0,0,1692011762201.111,35.297119140625,89.0,98.0,7.211,0,3.181980515339464,61.0,112.0,94.0,96.5
377,58,0,0,1692011762234.328,33.216796875,100.0,95.0,11.402,0,2.1505813167606567,69.0,107.0,95.0,94.0
378,58,0,0,1692011762266.701,32.373046875,108.0,93.0,8.246,0,2.90688837074972,78.5,101.0,111.0,92.0
379,58,0,0,1692011762301.901,35.199951171875,118.0,91.5,10.112,0,1.941450686788302,87.0,97.0,116.0,91.0
380,58,0,0,1692011762328.016,26.115234375,131.0,91.5,13.0,0,1.2717341279951886,97.0,94.5,128.0,90.0
381,58,,,,,,,,,,,,144.0,91.5
382,58,,,,,,,,,,,,,
383,58,,,,,,,,,,,,,
384,58,,,,,,,,,,,,,
385,58,,,,,,,,,,,,,
386,58,,,,,,,,,,,,,
387,58,,,,,,,,,,,,,
388,58,,,,,,,,,,,,,
389,58,0,0,1692011762630.387,302.370849609375,225.5,92.5,94.505,,,,,,
390,58,0,0,1692011762659.486,29.09912109375,237.0,92.5,11.5,,,,,226.0,93.0
391,58,0,0,1692011762696.676,37.18994140625,248.0,92.0,11.011,,,,,248.5,92.5
392,58,0,0,1692011762728.463,31.786865234375,260.0,92.0,12.0,,,,,259.0,91.5
393,58,0,0,1692011762760.789,32.326171875,272.0,91.5,12.01,0,0.13622298275595637,240.0,92.5,272.0,92.0
394,58,0,0,1692011762796.504,35.71484375,284.0,91.5,12.0,0,0.0,252.0,92.0,284.0,91.0
395,58,0,0,1692011762828.92,32.416015625,296.0,92.0,12.01,0,0.16652217884872297,264.0,92.0,296.0,91.5
396,58,0,0,1692011762860.227,31.30712890625,308.5,92.0,12.5,0,1.0,276.5,92.5,308.0,92.5
397,58,0,0,1692011762897.003,36.77587890625,322.0,92.0,13.5,0,0.31222908534135524,288.5,92.0,321.0,92.0
398,58,0,0,1692011762927.986,30.983154296875,334.0,92.0,12.0,0,0.0,302.0,92.0,335.5,92.0
399,58,0,0,1692011762960.511,32.52490234375,347.0,91.5,13.01,0,1.0,314.5,91.0,346.0,92.0
400,58,0,0,1692011762996.363,35.85205078125,360.0,91.5,13.0,0,0.0,327.0,92.0,360.0,91.0
401,58,0,0,1692011763029.082,32.718994140625,373.0,91.5,13.0,0,0.2305987326072198,340.0,92.0,373.0,91.5
402,58,0,0,1692011763065.061,35.97900390625,387.0,91.5,14.0,0,0.5,353.0,92.0,386.0,91.5
403,58,0,0,1692011763101.76,36.698974609375,401.0,91.0,14.009,0,0.5,368.0,92.0,401.0,91.5
404,58,0,0,1692011763132.835,31.074951171875,414.0,91.5,13.01,0,0.0,381.0,91.5,415.0,90.5
405,58,1,0,1692011763165.168,32.3330078125,429.0,91.0,15.008,0,0.19630341781826663,395.5,91.0,427.0,92.0
406,58,0,2,1692011763200.75,35.58203125,443.0,91.0,14.0,0,0.3651146599614428,410.5,91.0,444.0,90.5
407,58,0,0,1692011763233.814,33.06396484375,457.0,92.5,14.08,0,1.1660190581423504,424.0,90.0,457.0,91.0
408,58,0,0,1692011763264.388,30.573974609375,470.5,96.0,13.946,0,1.0,438.0,90.0,471.0,94.0
409,58,0,0,1692011763302.45,38.06201171875,483.0,101.5,13.657,0,1.5092192514854303,452.5,90.5,484.0,99.5
410,58,0,0,1692011763333.395,30.945068359375,494.0,109.0,13.314,0,3.1011752478274817,465.5,91.5,495.5,107.0
411,58,0,0,1692011763365.953,32.557861328125,503.5,116.5,12.104,0,4.796250769895289,479.0,94.5,505.0,116.5
412,58,0,0,1692011763401.031,35.078125,511.0,125.5,11.715,0,6.440817695067941,491.5,99.5,513.0,124.0
413,58,0,0,1692011763435.099,34.068115234375,518.0,134.0,11.011,1,8.633710420867699,503.5,105.5,518.5,134.5
414,58,0,0,1692011763462.455,27.35595703125,522.5,143.0,10.062,1,10.563042594463921,513.5,112.0,525.0,142.5
415,58,0,0,1692011763501.752,39.296875,526.0,152.5,10.124,1,11.533545873337088,521.0,119.5,527.0,152.0
416,58,0,0,1692011763532.812,31.06005859375,530.0,161.0,9.394,1,11.661903789690601,528.0,128.0,529.5,162.0
417,58,0,0,1692011763565.291,32.47900390625,531.5,168.5,7.649,1,12.298373876248844,532.5,135.5,534.0,169.5
418,58,0,0,1692011763601.055,35.763916015625,532.0,176.5,8.016,1,11.556436280800225,535.0,143.5,533.0,176.0
419,58,0,0,1692011763634.006,32.951171875,533.5,184.5,8.139,1,10.378802760540832,537.0,151.5,532.5,184.5
420,58,0,0,1692011763663.832,29.825927734375,534.0,192.0,7.517,1,9.119400283925602,539.0,159.5,535.0,192.5
421,58,0,0,1692011763702.742,38.909912109375,533.5,199.5,7.517,0,7.648529270389178,539.0,167.0,534.5,199.5
422,58,0,0,1692011763735.546,32.803955078125,532.0,207.5,8.139,0,6.14426118628529,538.0,174.0,533.0,207.0
423,58,0,0,1692011763767.988,32.442138671875,531.5,215.0,7.517,0,3.7164854568453767,537.0,183.0,530.5,215.5
424,58,0,0,1692011763801.848,33.85986328125,528.5,223.5,9.014,0,1.031044663118445,535.0,191.5,531.0,222.5
425,58,0,0,1692011763828.729,26.881103515625,526.0,231.5,8.382,0,1.4966777367849684,535.0,199.5,525.5,232.0
426,58,0,0,1692011763860.414,31.68505859375,522.0,239.5,8.944,0,1.097563673642234,533.0,209.0,523.5,239.5
427,58,0,0,1692011763897.022,36.60791015625,517.0,247.0,9.014,0,0.36055512754643043,531.0,217.5,518.0,247.5
428,58,0,0,1692011763928.418,31.39599609375,511.0,254.0,9.22,0,1.5212024649932931,529.0,227.0,512.0,254.5
429,58,0,0,1692011763960.878,32.4599609375,505.0,261.0,9.22,0,0.6708203932499623,525.0,235.0,505.0,261.0
430,58,0,0,1692011763996.34,35.462158203125,499.0,266.5,8.139,0,2.3574758339572237,521.5,244.5,499.0,268.0
431,58,0,0,1692011764029.011,32.6708984375,491.0,272.5,10.0,0,2.820095951642524,516.0,252.5,493.0,272.0
432,58,0,0,1692011764060.293,31.281982421875,483.5,277.0,8.746,0,3.904748240735805,511.0,260.0,483.0,278.5
433,58,0,0,1692011764096.745,36.4521484375,475.5,281.5,9.179,0,2.3343214439689968,503.0,266.0,476.0,281.5
434,58,0,0,1692011764128.19,31.44482421875,466.0,285.0,10.124,0,2.000000000000011,495.0,272.0,467.5,286.0
435,58,0,0,1692011764165.957,37.76708984375,457.0,288.0,9.487,0,2.229481606852625,487.0,277.5,456.5,288.5
436,58,0,0,1692011764201.109,35.15185546875,448.0,290.0,9.22,0,1.6614408676436752,478.0,282.0,448.0,291.0
437,58,0,0,1692011764234.865,33.756103515625,438.0,291.5,10.112,0,2.0989253928804117,468.0,286.5,439.0,292.0
438,58,0,3,1692011764263.804,28.93896484375,428.0,291.5,10.0,0,2.5298221281346853,459.0,290.0,428.0,293.0
439,58,0,0,1692011764299.314,35.510009765625,418.0,290.5,10.05,0,2.5495097567963922,448.5,292.5,418.0,291.5
440,58,0,0,1692011764328.31,28.99609375,408.0,290.5,10.0,0,2.1262131586668254,439.0,293.5,408.0,289.5
441,58,0,0,1692011764360.704,32.39404296875,398.0,290.5,10.0,0,2.0,429.0,293.5,398.0,290.5
442,58,0,0,1692011764400.724,40.02001953125,388.0,290.5,10.0,0,1.9403225209094732,418.5,292.5,388.0,290.5
443,58,0,0,1692011764433.808,33.083984375,378.0,290.5,10.0,0,1.0,409.0,291.5,378.0,290.5
444,58,0,0,1692011764464.612,30.803955078125,368.0,290.5,10.0,0,0.5,399.0,291.0,368.0,290.5
445,58,0,0,1692011764496.616,32.00390625,358.0,290.5,10.0,0,0.0,388.0,290.5,358.0,290.5
446,58,0,0,1692011764534.093,37.47705078125,346.5,291.0,11.511,0,0.0,378.0,290.5,348.0,290.5
447,58,0,0,1692011764563.334,29.240966796875,336.0,290.5,10.512,0,0.0,367.0,290.5,335.0,291.5
448,58,0,0,1692011764598.509,35.175048828125,325.0,291.0,11.011,0,0.08687444855262128,356.0,290.5,325.5,290.0
449,58,0,0,1692011764631.119,32.60986328125,314.0,291.0,11.0,0,0.3805211953236088,344.0,290.5,314.0,291.5
450,58,0,0,1692011764662.376,31.257080078125,302.0,291.0,12.0,0,0.09081532183728447,334.0,290.5,303.0,291.0
451,58,0,0,1692011764696.602,34.22607421875,290.5,291.5,11.511,0,0.0,322.0,291.0,290.0,291.0
452,58,0,0,1692011764733.063,36.4609375,279.5,291.5,11.0,0,0.5,310.0,291.5,279.0,292.0
453,58,0,0,1692011764764.784,31.720947265625,268.0,291.5,11.5,0,0.3257791820723267,298.0,291.5,268.5,291.5
454,58,0,0,1692011764801.277,36.4931640625,255.5,292.0,12.51,0,0.0,287.0,291.5,256.5,291.5
455,58,0,0,1692011764831.64,30.36279296875,242.5,292.0,13.0,0,0.0,273.5,291.5,243.0,292.5
456,58,0,0,1692011764863.64,32.0,230.0,292.0,12.5,0,0.21982421091880958,262.5,291.5,229.5,292.0
457,58,0,0,1692011764902.343,38.703125,218.0,292.0,12.0,0,0.5,249.0,291.5,217.5,292.0
458,58,0,0,1692011764933.36,31.01708984375,206.0,292.5,12.01,0,0.5,238.0,291.5,206.0,292.0
459,58,0,0,1692011764964.375,31.014892578125,194.0,293.0,12.01,0,0.5,225.0,291.5,194.0,293.0
460,58,0,0,1692011764996.473,32.097900390625,180.5,293.0,13.5,0,0.22896799591697248,211.5,292.5,182.0,293.5
461,58,0,0,1692011765033.767,37.294189453125,168.0,293.0,12.5,0,0.2914138129852634,199.0,292.5,167.0,293.0
462,58,0,0,1692011765065.554,31.786865234375,155.5,293.0,12.5,0,0.5,186.5,292.5,155.5,293.0
463,58,0,4,1692011765102.645,37.091064453125,141.0,293.0,14.5,0,0.5,173.0,292.5,143.0,293.0
464,58,0,0,1692011765133.125,30.47998046875,131.5,293.0,9.5,0,0.5,159.5,292.5,126.5,293.0
465,58,0,0,1692011765166.051,32.926025390625,116.0,292.0,15.532,0,0.5,147.0,293.5,122.0,293.0
466,58,0,0,1692011765196.867,30.81591796875,104.0,288.5,12.5,0,0.5,135.0,293.5,100.5,291.0
467,58,0,0,1692011765228.47,31.60302734375,92.5,284.5,12.176,0,1.0462120174669585,123.0,293.5,92.0,285.0
468,58,0,0,1692011765265.356,36.885986328125,82.5,279.0,11.413,0,1.5400000000000222,110.5,292.0,81.0,280.5
469,58,0,0,1692011765302.681,37.324951171875,73.0,272.5,11.511,0,2.5870999214125345,99.0,289.5,72.5,273.5
470,58,0,0,1692011765332.485,29.80419921875,64.0,265.0,11.715,0,3.5267690324235033,87.0,285.5,63.5,266.0
471,58,0,0,1692011765365.851,33.365966796875,57.0,257.0,10.63,0,5.038718016051617,76.5,281.0,55.0,257.5
472,58,0,0,1692011765400.939,35.087890625,51.0,249.0,10.0,0,5.761659596980335,67.0,275.0,50.0,249.0
473,58,0,0,1692011765431.556,30.616943359375,45.5,241.0,9.708,0,6.396901905008456,59.0,269.0,45.0,241.0
474,58,0,0,1692011765460.06,28.504150390625,40.5,233.0,9.434,0,6.7261542089427095,52.0,261.5,40.0,233.0
475,58,0,0,1692011765496.784,36.723876953125,37.5,224.0,9.487,0,6.999999999999995,46.0,254.0,35.5,225.0
476,58,0,0,1692011765533.503,36.718994140625,34.0,215.5,9.192,0,5.433526437689576,42.0,245.5,34.5,215.0
477,58,0,0,1692011765561.167,27.6640625,32.0,206.5,9.22,0,3.9749920500238467,38.0,236.5,30.5,207.0
478,58,0,0,1692011765596.028,34.861083984375,30.5,197.0,9.618,0,4.4271887242357355,34.0,227.5,30.0,197.5
479,58,0,0,1692011765628.979,32.950927734375,30.0,187.5,9.513,0,3.181980515339461,32.0,219.0,29.0,187.5
480,58,0,0,1692011765670.93,41.950927734375,30.5,178.0,9.513,0,2.3862350360052194,30.0,208.5,29.5,178.0
481,58,0,0,1692011765701.294,30.364013671875,32.0,168.5,9.618,0,2.365432364340665,28.5,199.5,31.0,168.5
482,58,0,0,1692011765729.869,28.574951171875,34.0,158.5,10.198,0,2.1023533249105473,28.0,189.5,33.5,159.0
483,58,0,0,1692011765761.245,31.376220703125,38.0,149.0,10.308,0,2.44398574020851,28.0,179.0,36.0,148.5
484,58,0,0,1692011765795.999,34.75390625,42.0,140.5,9.394,0,1.897544643921634,30.0,169.0,42.0,139.5
485,58,0,0,1692011765828.555,32.555908203125,46.0,132.0,9.394,0,2.2553355540891125,31.5,159.5,46.0,132.0
486,58,0,0,1692011765865.748,37.193115234375,52.0,124.0,10.0,0,3.298484500494128,34.0,150.0,50.0,123.5
487,58,0,0,1692011765902.575,36.826904296875,59.0,116.5,10.259,0,3.619274808803979,38.0,140.5,58.0,116.0
488,58,0,0,1692011765933.726,31.151123046875,67.0,110.5,10.0,0,2.0491482373375414,43.5,132.5,66.0,109.0
489,58,,,,,,,,,,,,75.0,104.5
490,58,0,0,1692011766006.832,73.10595703125,83.0,101.0,18.608,0,1.852006679548606,56.0,117.0,,
491,58,0,0,1692011766033.406,26.573974609375,92.0,97.0,9.849,0,2.4,63.0,110.5,83.0,101.0
492,58,0,0,1692011766059.899,26.492919921875,104.0,94.0,12.369,0,2.4317766974245765,71.5,105.0,101.0,93.0
493,58,0,0,1692011766102.716,42.817138671875,111.0,92.5,7.159,0,2.13620162922932,80.5,100.0,116.0,91.0
494,58,0,0,1692011766133.017,30.301025390625,122.0,91.5,11.045,0,1.67532117247047,89.0,96.5,118.0,91.0
495,58,0,0,1692011766165.772,32.7548828125,132.0,91.5,10.0,0,1.4552137502179943,100.0,93.5,133.0,90.5
496,58,,,,,,,,,,,,142.0,91.5
497,58,,,,,,,,,,,,,
498,58,,,,,,,,,,,,,
499,58,,,,,,,,,,,,,
500,58,,,,,,,,,,,,,
501,58,,,,,,,,,,,,,
502,58,,,,,,,,,,,,,
503,58,0,0,1692011766436.049,270.277099609375,218.5,92.5,86.506,,,,,,
504,58,0,0,1692011766467.797,31.748046875,229.0,92.5,10.5,,,,,219.0,93.0
505,58,0,0,1692011766497.343,29.5458984375,240.0,92.0,11.011,,,,,239.5,92.5
506,58,0,0,1692011766528.741,31.39794921875,252.0,92.0,12.0,,,,,251.0,91.5
507,58,0,0,1692011766566.289,37.548095703125,264.0,91.5,12.01,0,0.13622298275595637,232.0,92.5,264.0,92.0
508,58,0,0,1692011766600.812,34.52294921875,276.0,92.0,12.01,0,0.5,245.0,92.5,276.0,91.0
509,58,0,0,1692011766633.98,33.16796875,288.5,92.0,12.5,0,1.1656552519410819,256.0,93.0,288.0,92.5
510,58,0,0,1692011766666.746,32.76611328125,301.0,91.5,12.51,0,0.8117956218875406,268.5,92.5,301.0,92.0
511,58,0,0,1692011766702.024,35.27783203125,314.0,92.0,13.01,0,0.0,281.5,92.0,313.5,91.0
512,58,0,0,1692011766728.018,25.994140625,326.5,92.0,12.5,0,0.21982421091879537,294.0,92.0,327.0,92.5
513,58,0,0,1692011766760.683,32.6650390625,340.0,91.5,13.509,0,0.7302293199228879,307.0,91.0,339.0,92.0
514,58,0,0,1692011766796.437,35.75390625,353.0,91.5,13.0,0,0.5,320.5,91.5,353.5,91.0
515,58,0,0,1692011766833.003,36.56591796875,366.0,91.5,13.0,0,0.24057579331421855,333.0,92.0,366.0,91.5
516,58,0,0,1692011766864.941,31.93798828125,380.5,91.5,14.5,0,0.5,346.0,92.0,379.0,91.5
